Name,Acceleration,Weight,Traction,MiniTurbo,Invincibility,GroundSpeed,WaterSpeed,AirSpeed,AntiGravitySpeed,GroundHandling,WaterHandling,AirHandling,AntiGravityHandling
"{""character"":""Cat Peach"",""body"":""Comet"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",14,8,13,11,12,9,11,10,10,12,9,14,12
"{""character"":""Cat Peach"",""body"":""Comet"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",13,10,12,10,13,10,10,11,10,12,10,13,11
"{""character"":""Cat Peach"",""body"":""Comet"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",14,9,12,11,12,9,10,10,10,12,10,14,11
"{""character"":""Cat Peach"",""body"":""Comet"",""tire"":""Cushion"",""glider"":""Super Glider""}",14,7,13,13,12,8,8,14,8,13,9,14,12
"{""character"":""Cat Peach"",""body"":""Comet"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",15,6,13,14,11,7,8,13,9,13,9,15,12
"{""character"":""Cat Peach"",""body"":""Comet"",""tire"":""Cushion"",""glider"":""Wario Wing""}",14,8,12,13,12,8,7,14,9,13,10,14,11
"{""character"":""Cat Peach"",""body"":""Comet"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",15,7,12,14,11,7,7,13,9,13,10,15,11
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",10,9,10,8,15,12,9,11,10,11,10,10,12
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",11,8,10,9,14,11,9,10,11,11,10,11,12
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",10,10,9,8,15,12,8,11,11,11,11,10,11
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",11,9,9,9,14,11,8,10,11,11,11,11,11
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Monster"",""glider"":""Wario Wing""}",8,12,11,7,16,12,7,9,11,8,9,8,8
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Slim"",""glider"":""Super Glider""}",8,9,6,7,15,13,8,10,12,12,11,11,12
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Slim"",""glider"":""Cloud Glider""}",9,8,6,8,14,12,8,9,13,12,11,12,12
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Slim"",""glider"":""Wario Wing""}",8,10,5,7,15,13,7,10,13,12,12,11,11
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Slim"",""glider"":""Peach Parasol""}",9,9,5,8,14,12,7,9,13,12,12,12,11
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Slick"",""glider"":""Super Glider""}",7,10,5,5,15,14,6,8,12,10,7,8,11
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Slick"",""glider"":""Wario Wing""}",7,11,4,5,15,14,5,8,13,10,8,8,10
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Metal"",""glider"":""Super Glider""}",6,11,7,5,16,14,9,10,9,10,9,7,10
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Metal"",""glider"":""Wario Wing""}",6,12,6,5,16,14,8,10,10,10,10,7,9
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Off-Road"",""glider"":""Super Glider""}",9,10,11,6,17,13,10,9,10,9,8,9,11
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",10,9,11,7,16,12,10,8,11,9,8,10,11
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",9,11,10,6,17,13,9,9,11,9,9,9,10
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",10,10,10,7,16,12,9,8,11,9,9,10,10
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Cushion"",""glider"":""Super Glider""}",10,8,11,9,16,11,7,12,9,10,8,10,11
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",11,7,11,10,15,10,7,11,10,10,8,11,11
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Cushion"",""glider"":""Wario Wing""}",10,9,10,9,16,11,6,12,10,10,9,10,10
"{""character"":""Cat Peach"",""body"":""Circuit Special"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",11,8,10,10,15,10,6,11,10,10,9,11,10
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",9,10,14,7,16,12,10,10,9,10,10,10,11
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",10,9,14,8,15,11,10,9,10,10,10,11,11
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",9,11,13,7,16,12,9,10,10,10,11,10,10
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",10,10,13,8,15,11,9,9,10,10,11,11,10
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Monster"",""glider"":""Super Glider""}",7,12,16,6,17,12,9,8,9,7,8,8,8
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Monster"",""glider"":""Cloud Glider""}",8,11,16,7,16,11,9,7,10,7,8,9,8
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Monster"",""glider"":""Wario Wing""}",7,13,15,6,17,12,8,8,10,7,9,8,7
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Monster"",""glider"":""Peach Parasol""}",8,12,15,7,16,11,8,7,10,7,9,9,7
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Slim"",""glider"":""Super Glider""}",7,10,10,6,16,13,9,9,11,11,11,11,11
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Slim"",""glider"":""Cloud Glider""}",8,9,10,7,15,12,9,8,12,11,11,12,11
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Slim"",""glider"":""Wario Wing""}",7,11,9,6,16,13,8,9,12,11,12,11,10
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Slim"",""glider"":""Peach Parasol""}",8,10,9,7,15,12,8,8,12,11,12,12,10
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Slick"",""glider"":""Super Glider""}",6,11,9,4,16,14,7,7,11,9,7,8,10
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Slick"",""glider"":""Wario Wing""}",6,12,8,4,16,14,6,7,12,9,8,8,9
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Metal"",""glider"":""Super Glider""}",5,12,11,4,17,14,10,9,8,9,9,7,9
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Metal"",""glider"":""Cloud Glider""}",6,11,11,5,16,13,10,8,9,9,9,8,9
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Metal"",""glider"":""Wario Wing""}",5,13,10,4,17,14,9,9,9,9,10,7,8
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Metal"",""glider"":""Peach Parasol""}",6,12,10,5,16,13,9,8,9,9,10,8,8
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Button"",""glider"":""Wario Wing""}",10,9,11,9,14,11,8,9,10,10,11,9,11
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Off-Road"",""glider"":""Super Glider""}",8,11,15,5,18,13,11,8,9,8,8,9,10
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",9,10,15,6,17,12,11,7,10,8,8,10,10
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",8,12,14,5,18,13,10,8,10,8,9,9,9
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",9,11,14,6,17,12,10,7,10,8,9,10,9
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Cushion"",""glider"":""Super Glider""}",9,9,15,8,17,11,8,11,8,9,8,10,10
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",10,8,15,9,16,10,8,10,9,9,8,11,10
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Cushion"",""glider"":""Wario Wing""}",9,10,14,8,17,11,7,11,9,9,9,10,9
"{""character"":""Cat Peach"",""body"":""Badwagon"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",10,9,14,9,16,10,7,10,9,9,9,11,9
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",11,7,11,10,14,11,11,12,9,13,12,13,12
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",12,6,11,11,13,10,11,11,10,13,12,14,12
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",11,8,10,10,14,11,10,12,10,13,13,13,11
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",12,7,10,11,13,10,10,11,10,13,13,14,11
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Monster"",""glider"":""Wario Wing""}",9,10,12,9,15,11,9,10,10,10,11,11,8
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Roller"",""glider"":""Super Glider""}",13,5,10,13,10,9,11,12,7,14,13,14,13
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Roller"",""glider"":""Cloud Glider""}",14,4,10,14,9,8,11,11,8,14,13,15,13
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Roller"",""glider"":""Wario Wing""}",13,6,9,13,10,9,10,12,8,14,14,14,12
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Roller"",""glider"":""Peach Parasol""}",14,5,9,14,9,8,10,11,8,14,14,15,12
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Slim"",""glider"":""Super Glider""}",9,7,7,9,14,12,10,11,11,14,13,14,12
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Slim"",""glider"":""Cloud Glider""}",10,6,7,10,13,11,10,10,12,14,13,15,12
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Slim"",""glider"":""Wario Wing""}",9,8,6,9,14,12,9,11,12,14,14,14,11
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Slim"",""glider"":""Peach Parasol""}",10,7,6,10,13,11,9,10,12,14,14,15,11
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Metal"",""glider"":""Super Glider""}",7,9,8,7,15,13,11,11,8,12,11,10,10
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Metal"",""glider"":""Cloud Glider""}",8,8,8,8,14,12,11,10,9,12,11,11,10
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Metal"",""glider"":""Wario Wing""}",7,10,7,7,15,13,10,11,9,12,12,10,9
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Metal"",""glider"":""Peach Parasol""}",8,9,7,8,14,12,10,10,9,12,12,11,9
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Button"",""glider"":""Super Glider""}",12,5,9,12,12,10,10,11,9,13,12,12,13
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Button"",""glider"":""Cloud Glider""}",13,4,9,13,11,9,10,10,10,13,12,13,13
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Button"",""glider"":""Wario Wing""}",12,6,8,12,12,10,9,11,10,13,13,12,12
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Button"",""glider"":""Peach Parasol""}",13,5,8,13,11,9,9,10,10,13,13,13,12
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Off-Road"",""glider"":""Super Glider""}",10,8,12,8,16,12,12,10,9,11,10,12,11
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",11,7,12,9,15,11,12,9,10,11,10,13,11
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",10,9,11,8,16,12,11,10,10,11,11,12,10
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",11,8,11,9,15,11,11,9,10,11,11,13,10
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Cushion"",""glider"":""Super Glider""}",11,6,12,11,15,10,9,13,8,12,10,13,11
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",12,5,12,12,14,9,9,12,9,12,10,14,11
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Cushion"",""glider"":""Wario Wing""}",11,7,11,11,15,10,8,13,9,12,11,13,10
"{""character"":""Cat Peach"",""body"":""Prancer"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",12,6,11,12,14,9,8,12,9,12,11,14,10
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",11,7,11,10,12,11,11,12,9,13,12,13,12
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",12,6,11,11,11,10,11,11,10,13,12,14,12
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",11,8,10,10,12,11,10,12,10,13,13,13,11
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",12,7,10,11,11,10,10,11,10,13,13,14,11
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Monster"",""glider"":""Super Glider""}",9,9,13,9,13,11,10,10,9,10,10,11,9
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Monster"",""glider"":""Cloud Glider""}",10,8,13,10,12,10,10,9,10,10,10,12,9
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Monster"",""glider"":""Wario Wing""}",9,10,12,9,13,11,9,10,10,10,11,11,8
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Monster"",""glider"":""Peach Parasol""}",10,9,12,10,12,10,9,9,10,10,11,12,8
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Roller"",""glider"":""Super Glider""}",13,5,10,13,8,9,11,12,7,14,13,14,13
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Roller"",""glider"":""Cloud Glider""}",14,4,10,14,7,8,11,11,8,14,13,15,13
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Roller"",""glider"":""Wario Wing""}",13,6,9,13,8,9,10,12,8,14,14,14,12
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Roller"",""glider"":""Peach Parasol""}",14,5,9,14,7,8,10,11,8,14,14,15,12
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Slim"",""glider"":""Super Glider""}",9,7,7,9,12,12,10,11,11,14,13,14,12
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Slim"",""glider"":""Cloud Glider""}",10,6,7,10,11,11,10,10,12,14,13,15,12
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Slim"",""glider"":""Wario Wing""}",9,8,6,9,12,12,9,11,12,14,14,14,11
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Slim"",""glider"":""Peach Parasol""}",10,7,6,10,11,11,9,10,12,14,14,15,11
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Slick"",""glider"":""Super Glider""}",8,8,6,7,12,13,8,9,11,12,9,11,11
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Slick"",""glider"":""Wario Wing""}",8,9,5,7,12,13,7,9,12,12,10,11,10
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Metal"",""glider"":""Super Glider""}",7,9,8,7,13,13,11,11,8,12,11,10,10
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Metal"",""glider"":""Cloud Glider""}",8,8,8,8,12,12,11,10,9,12,11,11,10
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Metal"",""glider"":""Wario Wing""}",7,10,7,7,13,13,10,11,9,12,12,10,9
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Metal"",""glider"":""Peach Parasol""}",8,9,7,8,12,12,10,10,9,12,12,11,9
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Button"",""glider"":""Super Glider""}",12,5,9,12,10,10,10,11,9,13,12,12,13
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Button"",""glider"":""Cloud Glider""}",13,4,9,13,9,9,10,10,10,13,12,13,13
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Button"",""glider"":""Wario Wing""}",12,6,8,12,10,10,9,11,10,13,13,12,12
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Button"",""glider"":""Peach Parasol""}",13,5,8,13,9,9,9,10,10,13,13,13,12
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Off-Road"",""glider"":""Super Glider""}",10,8,12,8,14,12,12,10,9,11,10,12,11
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",11,7,12,9,13,11,12,9,10,11,10,13,11
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",10,9,11,8,14,12,11,10,10,11,11,12,10
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",11,8,11,9,13,11,11,9,10,11,11,13,10
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Cushion"",""glider"":""Super Glider""}",11,6,12,11,13,10,9,13,8,12,10,13,11
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",12,5,12,12,12,9,9,12,9,12,10,14,11
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Cushion"",""glider"":""Wario Wing""}",11,7,11,11,13,10,8,13,9,12,11,13,10
"{""character"":""Cat Peach"",""body"":""Sport Bike"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",12,6,11,12,12,9,8,12,9,12,11,14,10
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",16,6,13,14,9,7,9,10,8,15,13,14,15
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",17,5,13,15,8,6,9,9,9,15,13,15,15
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",16,7,12,14,9,7,8,10,9,15,14,14,14
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",17,6,12,15,8,6,8,9,9,15,14,15,14
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Monster"",""glider"":""Super Glider""}",14,8,15,13,10,7,8,8,8,12,11,12,12
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Monster"",""glider"":""Cloud Glider""}",15,7,15,14,9,6,8,7,9,12,11,13,12
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Monster"",""glider"":""Wario Wing""}",14,9,14,13,10,7,7,8,9,12,12,12,11
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Monster"",""glider"":""Peach Parasol""}",15,8,14,14,9,6,7,7,9,12,12,13,11
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Roller"",""glider"":""Super Glider""}",18,4,12,17,5,5,9,10,6,16,14,15,16
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Roller"",""glider"":""Cloud Glider""}",19,3,12,18,4,4,9,9,7,16,14,16,16
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Roller"",""glider"":""Wario Wing""}",18,5,11,17,5,5,8,10,7,16,15,15,15
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Roller"",""glider"":""Peach Parasol""}",19,4,11,18,4,4,8,9,7,16,15,16,15
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Slim"",""glider"":""Super Glider""}",14,6,9,13,9,8,8,9,10,16,14,15,15
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Slim"",""glider"":""Cloud Glider""}",15,5,9,14,8,7,8,8,11,16,14,16,15
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Slim"",""glider"":""Wario Wing""}",14,7,8,13,9,8,7,9,11,16,15,15,14
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Slim"",""glider"":""Peach Parasol""}",15,6,8,14,8,7,7,8,11,16,15,16,14
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Button"",""glider"":""Super Glider""}",17,4,11,16,7,6,8,9,8,15,13,13,16
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Button"",""glider"":""Cloud Glider""}",18,3,11,17,6,5,8,8,9,15,13,14,16
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Button"",""glider"":""Wario Wing""}",17,5,10,16,7,6,7,9,9,15,14,13,15
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Button"",""glider"":""Peach Parasol""}",18,4,10,17,6,5,7,8,9,15,14,14,15
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Off-Road"",""glider"":""Super Glider""}",15,7,14,12,11,8,10,8,8,13,11,13,14
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",16,6,14,13,10,7,10,7,9,13,11,14,14
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",15,8,13,12,11,8,9,8,9,13,12,13,13
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Off-Road"",""glider"":""Peach Parasol""}",16,7,13,13,10,7,9,7,9,13,12,14,13
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Cushion"",""glider"":""Super Glider""}",16,5,14,15,10,6,7,11,7,14,11,14,14
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Cushion"",""glider"":""Cloud Glider""}",17,4,14,16,9,5,7,10,8,14,11,15,14
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Cushion"",""glider"":""Wario Wing""}",16,6,13,15,10,6,6,11,8,14,12,14,13
"{""character"":""Cat Peach"",""body"":""Biddybuggy"",""tire"":""Cushion"",""glider"":""Peach Parasol""}",17,5,13,16,9,5,6,10,8,14,12,15,13
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""GLA Tires"",""glider"":""Super Glider""}",15,6,15,13,11,8,13,11,6,14,14,13,12
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""GLA Tires"",""glider"":""Cloud Glider""}",16,5,15,14,10,7,13,10,7,14,14,14,12
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""GLA Tires"",""glider"":""Wario Wing""}",15,7,14,13,11,8,12,11,7,14,15,13,11
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""GLA Tires"",""glider"":""Peach Parasol""}",16,6,14,14,10,7,12,10,7,14,15,14,11
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Monster"",""glider"":""Super Glider""}",13,8,17,12,12,8,12,9,6,11,12,11,9
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Monster"",""glider"":""Cloud Glider""}",14,7,17,13,11,7,12,8,7,11,12,12,9
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Monster"",""glider"":""Wario Wing""}",13,9,16,12,12,8,11,9,7,11,13,11,8
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Monster"",""glider"":""Peach Parasol""}",14,8,16,13,11,7,11,8,7,11,13,12,8
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Super Glider""}",17,4,14,16,7,6,13,11,4,15,15,14,13
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Cloud Glider""}",18,3,14,17,6,5,13,10,5,15,15,15,13
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Wario Wing""}",17,5,13,16,7,6,12,11,5,15,16,14,12
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Roller"",""glider"":""Peach Parasol""}",18,4,13,17,6,5,12,10,5,15,16,15,12
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Super Glider""}",13,6,11,12,11,9,12,10,8,15,15,14,12
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Cloud Glider""}",14,5,11,13,10,8,12,9,9,15,15,15,12
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Wario Wing""}",13,7,10,12,11,9,11,10,9,15,16,14,11
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Slim"",""glider"":""Peach Parasol""}",14,6,10,13,10,8,11,9,9,15,16,15,11
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Metal"",""glider"":""Super Glider""}",11,8,12,10,12,10,13,10,5,13,13,10,10
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Metal"",""glider"":""Cloud Glider""}",12,7,12,11,11,9,13,9,6,13,13,11,10
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Metal"",""glider"":""Wario Wing""}",11,9,11,10,12,10,12,10,6,13,14,10,9
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Metal"",""glider"":""Peach Parasol""}",12,8,11,11,11,9,12,9,6,13,14,11,9
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Super Glider""}",16,4,13,15,9,7,12,10,6,14,14,12,13
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Cloud Glider""}",17,3,13,16,8,6,12,9,7,14,14,13,13
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Wario Wing""}",16,5,12,15,9,7,11,10,7,14,15,12,12
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Button"",""glider"":""Peach Parasol""}",17,4,12,16,8,6,11,9,7,14,15,13,12
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Off-Road"",""glider"":""Super Glider""}",14,7,16,11,13,9,14,9,6,12,12,12,11
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Off-Road"",""glider"":""Cloud Glider""}",15,6,16,12,12,8,14,8,7,12,12,13,11
"{""character"":""Cat Peach"",""body"":""Streetle"",""tire"":""Off-Road"",""glider"":""Wario Wing""}",14,8,15,11,13,9,13,9,7,12,13,12,10
